08:30:50.685 [main] INFO  c.g.pay.AggPayWebApplicationTests - Starting AggPayWebApplicationTests on LAPTOP-DHQVS64H with PID 2084 (started by asus in F:\SpringBootProject\TC_agg-pay-web)
08:30:54.067 [Thread-2] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
08:41:40.904 [main] INFO  c.g.pay.AggPayWebApplicationTests - Starting AggPayWebApplicationTests on LAPTOP-DHQVS64H with PID 26604 (started by asus in F:\SpringBootProject\TC_agg-pay-web)
08:41:40.905 [main] INFO  c.g.pay.AggPayWebApplicationTests - The following profiles are active: dev2
08:41:41.068 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:41:41 CST 2020]; root of context hierarchy
08:41:41.068 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:41:41 CST 2020]; root of context hierarchy
08:41:41.632 [main] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.ggeit.pay]' package. Please check your configuration.
08:41:42.232 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
08:41:42.716 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
08:41:43.500 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:41:41 CST 2020]; root of context hierarchy
08:41:43.500 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:41:41 CST 2020]; root of context hierarchy
08:41:43.578 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/failure],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.failure(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String)
08:41:43.578 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/failure],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.failure(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String)
08:41:43.579 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/success],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.success(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String,java.lang.String)
08:41:43.579 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/success],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.success(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String,java.lang.String)
08:41:43.581 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/Alishowcarfee],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishowcarfee(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>)
08:41:43.581 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/Alishowcarfee],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishowcarfee(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>)
08:41:43.582 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/wxShowtoWrite],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.show2write(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>,org.springframework.ui.Model)
08:41:43.582 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/wxShowtoWrite],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.show2write(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>,org.springframework.ui.Model)
08:41:43.582 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/AliShowtoWrite],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishow2write(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>,org.springframework.ui.Model)
08:41:43.582 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/AliShowtoWrite],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishow2write(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>,org.springframework.ui.Model)
08:41:43.583 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/wxshowcarfee],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.wxshowcarfee(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>)
08:41:43.583 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/wxshowcarfee],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.wxshowcarfee(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>)
08:41:43.584 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/data/doalipay],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.String> com.ggeit.pay.controller.DataController.doAliPay(java.lang.String,java.lang.String)
08:41:43.584 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/data/doalipay],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.String> com.ggeit.pay.controller.DataController.doAliPay(java.lang.String,java.lang.String)
08:41:43.584 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/data/dowxpay],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ggeit.pay.controller.DataController.doWxPay(java.lang.String,java.lang.String) throws java.lang.Exception
08:41:43.584 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/data/dowxpay],methods=[POST]}" onto public java.util.Map<java.lang.String, java.lang.Object> com.ggeit.pay.controller.DataController.doWxPay(java.lang.String,java.lang.String) throws java.lang.Exception
08:41:43.586 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/index],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.LayerController.index(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
08:41:43.586 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/index],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.LayerController.index(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
08:41:43.586 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/alicallback],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.LayerController.doAliCallBack(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
08:41:43.586 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/alicallback],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.LayerController.doAliCallBack(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
08:41:43.587 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/wxcallback],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.LayerController.doWxCallBack(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
08:41:43.587 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/wxcallback],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.LayerController.doWxCallBack(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.util.Map<java.lang.String, java.lang.Object>) throws java.lang.Exception
08:41:43.589 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
08:41:43.589 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error]}" onto public org.springframework.http.ResponseEntity<java.util.Map<java.lang.String, java.lang.Object>> org.springframework.boot.autoconfigure.web.BasicErrorController.error(javax.servlet.http.HttpServletRequest)
08:41:43.590 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
08:41:43.590 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/error],produces=[text/html]}" onto public org.springframework.web.servlet.ModelAndView org.springframework.boot.autoconfigure.web.BasicErrorController.errorHtml(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse)
08:41:43.624 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
08:41:43.624 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/webjars/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
08:41:43.624 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
08:41:43.624 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
08:41:43.672 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
08:41:43.672 [main] INFO  o.s.w.s.h.SimpleUrlHandlerMapping - Mapped URL path [/**/favicon.ico] onto handler of type [class org.springframework.web.servlet.resource.ResourceHttpRequestHandler]
08:41:44.311 [main] INFO  c.g.pay.AggPayWebApplicationTests - Started AggPayWebApplicationTests in 3.84 seconds (JVM running for 4.435)
08:41:44.353 [Thread-2] INFO  o.s.w.c.s.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:41:41 CST 2020]; root of context hierarchy
08:41:44.353 [Thread-2] INFO  o.s.w.c.s.GenericWebApplicationContext - Closing org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:41:41 CST 2020]; root of context hierarchy
08:41:44.357 [Thread-2] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} closed
08:46:24.172 [main] INFO  c.g.pay.AggPayWebApplicationTests - Starting AggPayWebApplicationTests on LAPTOP-DHQVS64H with PID 2976 (started by asus in F:\SpringBootProject\TC_agg-pay-web)
08:46:24.173 [main] INFO  c.g.pay.AggPayWebApplicationTests - The following profiles are active: dev2
08:46:24.331 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:46:24 CST 2020]; root of context hierarchy
08:46:24.331 [main] INFO  o.s.w.c.s.GenericWebApplicationContext - Refreshing org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:46:24 CST 2020]; root of context hierarchy
08:46:24.933 [main] WARN  o.m.s.mapper.ClassPathMapperScanner - No MyBatis mapper was found in '[com.ggeit.pay]' package. Please check your configuration.
08:46:25.557 [main] INFO  c.a.d.s.b.a.DruidDataSourceAutoConfigure - Init DruidDataSource
08:46:26.074 [main] INFO  c.alibaba.druid.pool.DruidDataSource - {dataSource-1} inited
08:46:26.877 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:46:24 CST 2020]; root of context hierarchy
08:46:26.877 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerAdapter - Looking for @ControllerAdvice: org.springframework.web.context.support.GenericWebApplicationContext@418c5a9c: startup date [Thu Jan 02 08:46:24 CST 2020]; root of context hierarchy
08:46:26.941 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/failure],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.failure(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String)
08:46:26.941 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/failure],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.failure(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String)
08:46:26.943 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/success],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.success(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String,java.lang.String)
08:46:26.943 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/bz_data/success],methods=[GET]}" onto public java.lang.String com.ggeit.pay.controller.bz_HisController.success(java.util.Map<java.lang.String, java.lang.Object>,java.lang.String,java.lang.String)
08:46:26.944 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/Alishowcarfee],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishowcarfee(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>)
08:46:26.944 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/Alishowcarfee],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishowcarfee(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>)
08:46:26.945 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/AliShowtoWrite],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishow2write(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>,org.springframework.ui.Model)
08:46:26.945 [main] INFO  o.s.w.s.m.m.a.RequestMappingHandlerMapping - Mapped "{[/lay/AliShowtoWrite],methods=[POST]}" onto public java.lang.String com.ggeit.pay.controller.CarPayController.alishow2write(javax.servlet.http.HttpServletRequest,javax.servlet.http.HttpServletResponse,java.lang.String,java.util.Map<java.lang.String, java.lang.Object>,org.springframework.ui.Model)
